spp,growth,site,indiv,flow,heigth_cm,diam_mm,collector,collection_date,notes,sampled,date_last_fire,age_yr
xylpyr,resp,2001d,1,n,128,2.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
xylpyr,resp,2001d,2,n,76,7.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acater,seed,2001b,1,n,33,2,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acater,seed,2001b,2,n,29,2.2,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acater,seed,2001b,3,n,42,2.3,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acater,seed,2001b,4,n,38,1.9,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acater,seed,2001b,5,n,26,1.6,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acauli,seed,2001b,1,n,26,1.6,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acauli,seed,2001b,2,n,29,1.5,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acauli,seed,2001b,3,n,33,1.4,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acauli,seed,2001b,4,n,44,1.9,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acauli,seed,2001b,5,n,40,1.8,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acauli,seed,2001b,1,y,91,4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acauli,seed,2001b,2,y,77,3.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acauli,seed,2001b,3,y,92,4.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acauli,seed,2001b,4,y,74,2.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acauli,seed,2001b,5,n,66,3.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acthel,seed,2001b,1,n,31,2.7,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acthel,seed,2001b,2,n,24,2,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acthel,seed,2001b,3,n,28,2.2,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acthel,seed,2001b,4,n,27,2.3,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acthel,seed,2001b,5,n,22,1.9,Barb&Dan,2002-09-20,,,2001-10-15,0.93
acthel,seed,2001b,1,n,52,3.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acthel,seed,2001b,2,n,58,6.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acthel,seed,2001b,3,n,45,3.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acthel,seed,2001b,4,n,44,3.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acthel,seed,2001b,5,n,52,4.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
corref,resp,2001b,1,y,72,4.9,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
corref,resp,2001b,2,y,87,3.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
corref,resp,2001b,3,y,52,3.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001b,1,n,48,1.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001b,2,n,72,7.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001b,3,n,57,1.6,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001b,4,n,50,1.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001b,5,n,50,1.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001b,1,n,53,2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001b,2,n,61,2.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001b,3,n,66,2.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001b,4,n,50,2.3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001b,5,n,55,2.1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
hibobt,seed,2001b,1,n,5,0.5,Barb&Dan,2002-09-20,,,2001-10-15,0.93
hibobt,seed,2001b,2,n,2.6,0.3,Barb&Dan,2002-09-20,,,2001-10-15,0.93
hibobt,seed,2001b,3,n,4.5,0.4,Barb&Dan,2002-09-20,,,2001-10-15,0.93
hibobt,seed,2001b,4,n,4.8,0.4,Barb&Dan,2002-09-20,,,2001-10-15,0.93
hibobt,seed,2001b,5,n,5.5,0.5,Barb&Dan,2002-09-20,,,2001-10-15,0.93
pimlin,seed,2001b,1,y,34,1.2,Barb&Dan,2002-09-20,,,2001-10-15,0.93
pimlin,seed,2001b,2,y,39,1.5,Barb&Dan,2002-09-20,,,2001-10-15,0.93
pimlin,seed,2001b,3,y,35,1,Barb&Dan,2002-09-20,,,2001-10-15,0.93
pimlin,seed,2001b,4,y,45,2.4,Barb&Dan,2002-09-20,,,2001-10-15,0.93
pimlin,seed,2001b,5,y,39,1.9,Barb&Dan,2002-09-20,,,2001-10-15,0.93
tetthy,seed,2001b,1,n,58,2.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
tetthy,seed,2001b,2,y,63,1.9,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
tetthy,seed,2001b,3,y,45,1.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
tetthy,seed,2001b,4,y,49,1.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
tetthy,seed,2001b,5,n,27,1.3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
aoteri,resp,2001a,1,y,34,2.7,Barb&Dan,2002-09-20,,,2001-10-15,0.93
aoteri,resp,2001a,2,y,63,3.5,Barb&Dan,2002-09-20,,,2001-10-15,0.93
aoteri,resp,2001a,3,y,47,3.1,Barb&Dan,2002-09-20,,,2001-10-15,0.93
aoteri,resp,2001a,4,y,51,2.4,Barb&Dan,2002-09-20,,,2001-10-15,0.93
aoteri,resp,2001a,5,y,52,2,Barb&Dan,2002-09-20,,,2001-10-15,0.93
banser,seed,2001a,1,n,8,1.6,Barb&Dan,2002-09-20,,,2001-10-15,0.93
banser,seed,2001a,2,n,4,2.5,Barb&Dan,2002-09-20,,,2001-10-15,0.93
banser,seed,2001a,3,n,3.5,1.3,Barb&Dan,2002-09-20,,,2001-10-15,0.93
